GC_Content,ORF_Length,Fickett_Score,Hexamer_Score,MFE,Sequence_Length,Label,ID
0.4390613171839515,1223,0.5,0.00034594523139239587,-377.1,1321,0,NM_001399692.1
0.43924528301886795,1227,0.5,0.00034511789595202517,-381.0,1325,0,NM_001253976.2
0.53,823,0.5,0.0002637942542895968,-280.3,900,0,NM_001357079.1
0.4644243208279431,702,0.5,0.00031818661002948903,-242.5,773,0,NM_001248340.2
0.44819466248037676,1259,0.5,0.0003528563977714303,-249.36,1274,0,NM_001364845.1
0.39414802065404475,569,0.5,0.00037681404809401244,-147.3,581,0,NM_001364753.1
0.4594272076372315,771,0.5,0.00032442981860106074,-232.8,838,0,NM_001364737.1
0.36300417246175243,672,0.5,0.0004384714342952694,-181.6,719,0,NM_001405043.1
0.38117283950617287,597,0.5,0.00042632719694536773,-149.1,648,0,NM_001427777.1
0.39331619537275064,762,0.5,0.0003964137104668775,-201.3,778,0,NM_001426127.1
0.3991228070175439,667,0.5,0.00038784643646158753,-180.0,684,0,NM_001426123.1
0.3956756756756757,866,0.5,0.00042442207109800203,-241.8,925,0,NM_001424971.1
0.36005830903790087,1283,0.5,0.00043440137381480496,-326.8,1372,0,NM_001424922.1
0.3496932515337423,599,0.5,0.0004444196361433998,-147.0,652,0,NM_001424914.1
0.3895231699126931,1356,0.5,0.00041533925275932354,-395.3,1489,0,NM_001424302.1
0.4548076923076923,933,0.5,0.00038548374172127055,-292.5,1040,0,NM_001250120.2
0.45857642940490084,743,0.5,0.0003370973833538439,-239.1,857,0,NM_001400384.1
0.4100185528756957,1073,0.5,0.00037761276793727203,-288.7,1078,0,NM_001252838.2
0.392,689,0.5,0.00037852120038871066,-171.1,750,0,NM_001354823.2
0.3674832962138085,386,0.5,0.0003742899478690554,-93.6,449,0,NM_001365279.1
0.4074074074074074,325,0.5,0.0003740877722879478,-85.8,405,0,NM_001365160.1
0.38273045507584597,797,0.5,0.00040056543227077107,-202.4,857,0,NM_001364935.1
0.390990990990991,1050,0.5,0.00039418414929791,-262.77,1110,0,NM_001364943.1
0.42915642915642915,1162,0.5,0.00037627629668205207,-361.5,1221,0,NM_001364939.1
0.3853974121996303,1009,0.5,0.00041864333005964705,-284.5,1082,0,NM_001364906.1
0.4605529332434255,1420,0.5,0.0003285042682504024,-418.9,1483,0,NM_001364804.1
0.4482758620689655,1043,0.5,0.00036163203185942815,-311.3,1102,0,NM_001364811.1
0.4381533101045296,1113,0.5,0.00035712596921355216,-328.3,1148,0,NM_001364836.1
0.39384615384615385,575,0.5,0.00037428735910066636,-164.1,650,0,NM_001309682.2
0.40825035561877665,645,0.5,0.0003649817386230995,-187.9,703,0,NM_001364764.1
0.35283018867924526,491,0.5,0.00042995054825652884,-118.4,530,0,NM_001364744.1
0.35917721518987344,589,0.5,0.0004019888985920407,-107.6,632,0,NM_001364746.1
0.42021803766105054,965,0.5,0.00035519892606192656,-284.2,1009,0,NM_001279054.2
0.3333333333333333,701,0.5,0.0005112286345441742,-170.4,780,0,NM_001309670.2
0.4117647058823529,1029,0.5,0.000372270022614305,-297.8,1071,0,NM_001309724.1
0.4643765903307888,786,0.5,0.00032178183248119275,-223.6,786,0,NM_001309678.1
0.35662299854439594,687,0.5,0.0004145589694695472,-153.6,687,0,NM_001309704.1
0.42735042735042733,681,0.5,0.000381611991559949,-191.9,702,0,NM_001309708.1
0.3598014888337469,1181,0.5,0.00041490695856637535,-260.2,1209,0,NM_001309660.1
0.4188679245283019,795,0.5,0.0003783265365422136,-180.9,795,0,NM_001309696.1
0.39445300462249616,625,0.5,0.00040918999831322556,-154.47,649,0,NM_001309698.1
0.4293394777265745,1302,0.5,0.00038318204463248557,-381.1,1302,0,NM_001309692.1
0.33731617647058826,1079,0.5,0.0004893412511841383,-227.84,1088,0,NM_001309654.1
0.362116991643454,1062,0.5,0.0004374393753384413,-276.5,1077,0,NM_001309690.1
0.38768115942028986,537,0.5,0.00040960789874779714,-119.9,552,0,NM_001309672.1
0.3859020310633214,819,0.5,0.000427566846889208,-220.7,837,0,NM_001309666.1
0.4522058823529412,816,0.5,0.0003403595154744578,-227.7,816,0,NM_001309716.1
0.4022177419354839,920,0.5,0.0004350829086933699,-230.5,992,0,NM_001309702.1
0.5728155339805825,618,0.5,0.00027521497600317745,-216.9,618,0,NM_001309694.1
0.4139194139194139,761,0.5,0.0003946260536429053,-207.7,819,0,NM_001309688.1
0.41021897810218977,603,0.5,0.00039769295869459886,-170.6,685,0,NM_001309662.1
0.3383977900552486,713,0.5,0.0004313021995274537,-174.2,724,0,NM_001309680.1
0.3492063492063492,726,0.5,0.0004663388547187392,-166.8,756,0,NM_001309718.1
0.44121365360303416,780,0.5,0.0003579671446492458,-222.9,791,0,NM_001309710.1
0.4100418410041841,717,0.5,0.0003912497340068075,-186.2,717,0,NM_001309668.1
